Park,Date/Time,Wait Time
Universal Studios Singapore,2024-09-11 16:15:00,19
Universal Studios Singapore,2024-09-11 16:20:00,18
Universal Studios Singapore,2024-09-11 16:25:00,18
Universal Studios Singapore,2024-09-11 16:30:00,18
Universal Studios Singapore,2024-09-11 16:35:00,17
Universal Studios Singapore,2024-09-11 16:40:00,16
Universal Studios Singapore,2024-09-11 16:45:00,16
Universal Studios Singapore,2024-09-11 16:50:00,13
Universal Studios Singapore,2024-09-11 16:55:00,13
Universal Studios Singapore,2024-09-11 17:00:00,13
Universal Studios Singapore,2024-09-11 17:05:00,13
Universal Studios Singapore,2024-09-11 17:10:00,12
Universal Studios Singapore,2024-09-11 17:15:00,12
Universal Studios Singapore,2024-09-11 17:20:00,11
Universal Studios Singapore,2024-09-11 17:25:00,11
Universal Studios Singapore,2024-09-11 17:30:00,12
Universal Studios Singapore,2024-09-11 17:35:00,12
Universal Studios Singapore,2024-09-11 17:40:00,13
Universal Studios Singapore,2024-09-11 17:45:00,12
Universal Studios Singapore,2024-09-11 17:50:00,12
Universal Studios Singapore,2024-09-11 17:55:00,11
Universal Studios Singapore,2024-09-12 10:00:00,7
Universal Studios Singapore,2024-09-12 10:05:00,7
Universal Studios Singapore,2024-09-12 10:10:00,7
Universal Studios Singapore,2024-09-12 10:15:00,7
Universal Studios Singapore,2024-09-12 10:20:00,7
Universal Studios Singapore,2024-09-12 10:25:00,10
Universal Studios Singapore,2024-09-12 10:30:00,8
Universal Studios Singapore,2024-09-12 10:35:00,10
Universal Studios Singapore,2024-09-12 10:40:00,12
Universal Studios Singapore,2024-09-12 10:45:00,12
Universal Studios Singapore,2024-09-12 10:50:00,13
Universal Studios Singapore,2024-09-12 10:55:00,15
Universal Studios Singapore,2024-09-12 11:00:00,15
Universal Studios Singapore,2024-09-12 11:05:00,16
Universal Studios Singapore,2024-09-12 11:15:00,17
Universal Studios Singapore,2024-09-12 11:20:00,18
Universal Studios Singapore,2024-09-12 11:25:00,18
Universal Studios Singapore,2024-09-12 11:35:00,18
Universal Studios Singapore,2024-09-12 11:40:00,19
Universal Studios Singapore,2024-09-12 11:45:00,19
Universal Studios Singapore,2024-09-12 11:50:00,18
Universal Studios Singapore,2024-09-12 11:55:00,18
Universal Studios Singapore,2024-09-12 12:00:00,18
Universal Studios Singapore,2024-09-12 12:05:00,18
Universal Studios Singapore,2024-09-12 12:10:00,19
Universal Studios Singapore,2024-09-12 12:15:00,17
Universal Studios Singapore,2024-09-12 12:20:00,18
Universal Studios Singapore,2024-09-12 12:25:00,24
Universal Studios Singapore,2024-09-12 12:30:00,24
Universal Studios Singapore,2024-09-12 12:35:00,25
Universal Studios Singapore,2024-09-12 12:40:00,25
Universal Studios Singapore,2024-09-12 12:45:00,23
Universal Studios Singapore,2024-09-12 12:50:00,19
Universal Studios Singapore,2024-09-12 12:55:00,18
Universal Studios Singapore,2024-09-12 13:00:00,18
Universal Studios Singapore,2024-09-12 13:05:00,22
Universal Studios Singapore,2024-09-12 13:10:00,21
Universal Studios Singapore,2024-09-12 13:15:00,21
Universal Studios Singapore,2024-09-12 13:20:00,21
Universal Studios Singapore,2024-09-12 13:30:00,20
Universal Studios Singapore,2024-09-12 13:35:00,20
Universal Studios Singapore,2024-09-12 13:45:00,23
Universal Studios Singapore,2024-09-12 13:50:00,24
Universal Studios Singapore,2024-09-12 13:55:00,25
Universal Studios Singapore,2024-09-12 14:00:00,23
Universal Studios Singapore,2024-09-12 14:05:00,23
Universal Studios Singapore,2024-09-12 14:10:00,23
Universal Studios Singapore,2024-09-12 14:15:00,25
Universal Studios Singapore,2024-09-12 14:20:00,23
Universal Studios Singapore,2024-09-12 14:25:00,25
Universal Studios Singapore,2024-09-12 14:30:00,25
Universal Studios Singapore,2024-09-12 14:35:00,24
Universal Studios Singapore,2024-09-12 14:40:00,23
Universal Studios Singapore,2024-09-12 14:45:00,18
Universal Studios Singapore,2024-09-12 14:50:00,17
Universal Studios Singapore,2024-09-12 14:55:00,19
Universal Studios Singapore,2024-09-12 15:00:00,18
Universal Studios Singapore,2024-09-12 15:05:00,18
Universal Studios Singapore,2024-09-12 15:10:00,18
Universal Studios Singapore,2024-09-12 15:15:00,18
Universal Studios Singapore,2024-09-12 15:20:00,18
Universal Studios Singapore,2024-09-12 15:25:00,18
Universal Studios Singapore,2024-09-12 15:30:00,18
Universal Studios Singapore,2024-09-12 15:35:00,19
Universal Studios Singapore,2024-09-12 15:40:00,21
Universal Studios Singapore,2024-09-12 15:45:00,21
Universal Studios Singapore,2024-09-12 15:50:00,21
Universal Studios Singapore,2024-09-12 15:55:00,19
Universal Studios Singapore,2024-09-12 16:00:00,18
Universal Studios Singapore,2024-09-12 16:05:00,18
Universal Studios Singapore,2024-09-12 16:10:00,18
Universal Studios Singapore,2024-09-12 16:15:00,17
Universal Studios Singapore,2024-09-12 16:25:00,15
Universal Studios Singapore,2024-09-12 16:30:00,16
Universal Studios Singapore,2024-09-12 16:35:00,17
Universal Studios Singapore,2024-09-12 16:40:00,16
Universal Studios Singapore,2024-09-12 16:45:00,16
Universal Studios Singapore,2024-09-12 16:50:00,14
Universal Studios Singapore,2024-09-12 16:55:00,13
Universal Studios Singapore,2024-09-12 17:00:00,12
Universal Studios Singapore,2024-09-12 17:05:00,12
Universal Studios Singapore,2024-09-12 17:10:00,11
Universal Studios Singapore,2024-09-12 17:15:00,11
Universal Studios Singapore,2024-09-12 17:20:00,11
Universal Studios Singapore,2024-09-12 17:25:00,10
Universal Studios Singapore,2024-09-12 17:30:00,10
Universal Studios Singapore,2024-09-12 17:35:00,10
Universal Studios Singapore,2024-09-12 17:40:00,10
Universal Studios Singapore,2024-09-12 17:45:00,10
Universal Studios Singapore,2024-09-12 17:50:00,10
Universal Studios Singapore,2024-09-12 17:55:00,8
Universal Studios Singapore,2024-09-13 10:00:00,7
Universal Studios Singapore,2024-09-13 10:05:00,7
Universal Studios Singapore,2024-09-13 10:10:00,8
Universal Studios Singapore,2024-09-13 10:15:00,9
Universal Studios Singapore,2024-09-13 10:20:00,10
Universal Studios Singapore,2024-09-13 10:25:00,10
Universal Studios Singapore,2024-09-13 10:30:00,12
Universal Studios Singapore,2024-09-13 10:35:00,11
Universal Studios Singapore,2024-09-13 10:40:00,11
Universal Studios Singapore,2024-09-13 10:45:00,11
Universal Studios Singapore,2024-09-13 10:50:00,12
Universal Studios Singapore,2024-09-13 10:55:00,13
Universal Studios Singapore,2024-09-13 11:00:00,14
Universal Studios Singapore,2024-09-13 11:05:00,15
Universal Studios Singapore,2024-09-13 11:15:00,18
Universal Studios Singapore,2024-09-13 11:20:00,19
Universal Studios Singapore,2024-09-13 11:25:00,19
Universal Studios Singapore,2024-09-13 11:30:00,20
Universal Studios Singapore,2024-09-13 11:35:00,22
Universal Studios Singapore,2024-09-13 11:40:00,23
Universal Studios Singapore,2024-09-13 11:45:00,23
Universal Studios Singapore,2024-09-13 11:50:00,24
Universal Studios Singapore,2024-09-13 11:55:00,23
Universal Studios Singapore,2024-09-13 12:00:00,25
Universal Studios Singapore,2024-09-13 12:05:00,26
Universal Studios Singapore,2024-09-13 12:10:00,28
Universal Studios Singapore,2024-09-13 12:15:00,27
Universal Studios Singapore,2024-09-13 12:20:00,25
Universal Studios Singapore,2024-09-13 12:25:00,25
Universal Studios Singapore,2024-09-13 12:35:00,25
Universal Studios Singapore,2024-09-13 12:40:00,23
Universal Studios Singapore,2024-09-13 12:45:00,22
Universal Studios Singapore,2024-09-13 12:50:00,20
Universal Studios Singapore,2024-09-13 12:55:00,20
Universal Studios Singapore,2024-09-13 13:00:00,20
Universal Studios Singapore,2024-09-13 13:05:00,22
Universal Studios Singapore,2024-09-13 13:15:00,25
Universal Studios Singapore,2024-09-13 13:20:00,27
Universal Studios Singapore,2024-09-13 13:25:00,27
Universal Studios Singapore,2024-09-13 13:30:00,27
Universal Studios Singapore,2024-09-13 13:35:00,27
Universal Studios Singapore,2024-09-13 13:40:00,25
Universal Studios Singapore,2024-09-13 13:50:00,27
Universal Studios Singapore,2024-09-13 14:00:00,28
Universal Studios Singapore,2024-09-13 14:05:00,28
Universal Studios Singapore,2024-09-13 14:10:00,28
Universal Studios Singapore,2024-09-13 14:15:00,28
Universal Studios Singapore,2024-09-13 14:20:00,27
Universal Studios Singapore,2024-09-13 14:25:00,27
Universal Studios Singapore,2024-09-13 14:30:00,27
Universal Studios Singapore,2024-09-13 14:35:00,24
Universal Studios Singapore,2024-09-13 14:40:00,24
Universal Studios Singapore,2024-09-13 14:45:00,22
Universal Studios Singapore,2024-09-13 14:50:00,22
Universal Studios Singapore,2024-09-13 14:55:00,22
Universal Studios Singapore,2024-09-13 15:00:00,23
Universal Studios Singapore,2024-09-13 15:05:00,24
Universal Studios Singapore,2024-09-13 15:10:00,24
Universal Studios Singapore,2024-09-13 15:15:00,25
Universal Studios Singapore,2024-09-13 15:20:00,25
Universal Studios Singapore,2024-09-13 15:25:00,26
Universal Studios Singapore,2024-09-13 15:30:00,27
Universal Studios Singapore,2024-09-13 15:35:00,25
Universal Studios Singapore,2024-09-13 15:40:00,25
Universal Studios Singapore,2024-09-13 15:45:00,24
Universal Studios Singapore,2024-09-13 15:50:00,24
Universal Studios Singapore,2024-09-13 15:55:00,24
Universal Studios Singapore,2024-09-13 16:00:00,26
Universal Studios Singapore,2024-09-13 16:05:00,26
Universal Studios Singapore,2024-09-13 16:10:00,26
Universal Studios Singapore,2024-09-13 16:15:00,26
Universal Studios Singapore,2024-09-13 16:20:00,26
Universal Studios Singapore,2024-09-13 16:30:00,23
Universal Studios Singapore,2024-09-13 16:35:00,23
Universal Studios Singapore,2024-09-13 16:40:00,20
Universal Studios Singapore,2024-09-13 16:45:00,20
Universal Studios Singapore,2024-09-13 16:50:00,15
Universal Studios Singapore,2024-09-13 16:55:00,15
Universal Studios Singapore,2024-09-13 17:00:00,15
Universal Studios Singapore,2024-09-13 17:05:00,17
Universal Studios Singapore,2024-09-13 17:10:00,17
Universal Studios Singapore,2024-09-13 17:15:00,16
Universal Studios Singapore,2024-09-13 17:20:00,16
Universal Studios Singapore,2024-09-13 17:25:00,16
Universal Studios Singapore,2024-09-13 17:30:00,14
Universal Studios Singapore,2024-09-13 17:35:00,14
Universal Studios Singapore,2024-09-13 17:40:00,15
Universal Studios Singapore,2024-09-13 17:45:00,15
Universal Studios Singapore,2024-09-13 17:50:00,13
Universal Studios Singapore,2024-09-13 17:55:00,13
Universal Studios Singapore,2024-09-14 10:00:00,7
Universal Studios Singapore,2024-09-14 10:05:00,7
Universal Studios Singapore,2024-09-14 10:10:00,8
Universal Studios Singapore,2024-09-14 10:15:00,8
Universal Studios Singapore,2024-09-14 10:20:00,10
Universal Studios Singapore,2024-09-14 10:25:00,10
Universal Studios Singapore,2024-09-14 10:30:00,10
Universal Studios Singapore,2024-09-14 10:35:00,12
Universal Studios Singapore,2024-09-14 10:40:00,13
Universal Studios Singapore,2024-09-14 10:50:00,16
Universal Studios Singapore,2024-09-14 11:00:00,20
Universal Studios Singapore,2024-09-14 11:05:00,22
Universal Studios Singapore,2024-09-14 11:10:00,21
Universal Studios Singapore,2024-09-14 11:15:00,22
Universal Studios Singapore,2024-09-14 11:20:00,21
Universal Studios Singapore,2024-09-14 11:25:00,21
Universal Studios Singapore,2024-09-14 11:30:00,24
Universal Studios Singapore,2024-09-14 11:35:00,24
Universal Studios Singapore,2024-09-14 11:40:00,22
Universal Studios Singapore,2024-09-14 11:45:00,23
Universal Studios Singapore,2024-09-14 11:50:00,23
Universal Studios Singapore,2024-09-14 11:55:00,26
Universal Studios Singapore,2024-09-14 12:00:00,27
Universal Studios Singapore,2024-09-14 12:05:00,30
Universal Studios Singapore,2024-09-14 12:10:00,30
Universal Studios Singapore,2024-09-14 12:15:00,30
Universal Studios Singapore,2024-09-14 12:20:00,31
Universal Studios Singapore,2024-09-14 12:25:00,30
Universal Studios Singapore,2024-09-14 12:30:00,30
Universal Studios Singapore,2024-09-14 12:35:00,30
Universal Studios Singapore,2024-09-14 12:40:00,28
Universal Studios Singapore,2024-09-14 12:45:00,27
Universal Studios Singapore,2024-09-14 12:50:00,27
Universal Studios Singapore,2024-09-14 12:55:00,32
Universal Studios Singapore,2024-09-14 13:00:00,32
Universal Studios Singapore,2024-09-14 13:05:00,32
Universal Studios Singapore,2024-09-14 13:10:00,35
Universal Studios Singapore,2024-09-14 13:15:00,36
Universal Studios Singapore,2024-09-14 13:20:00,36
Universal Studios Singapore,2024-09-14 13:25:00,36
Universal Studios Singapore,2024-09-14 13:30:00,38
Universal Studios Singapore,2024-09-14 13:35:00,38
Universal Studios Singapore,2024-09-14 13:40:00,38
Universal Studios Singapore,2024-09-14 13:45:00,40
Universal Studios Singapore,2024-09-14 13:50:00,37
Universal Studios Singapore,2024-09-14 13:55:00,36
Universal Studios Singapore,2024-09-14 14:00:00,36
Universal Studios Singapore,2024-09-14 14:05:00,33
Universal Studios Singapore,2024-09-14 14:10:00,33
Universal Studios Singapore,2024-09-14 14:15:00,33
Universal Studios Singapore,2024-09-14 14:20:00,33
Universal Studios Singapore,2024-09-14 14:25:00,33
Universal Studios Singapore,2024-09-14 14:30:00,33
Universal Studios Singapore,2024-09-14 14:35:00,32
Universal Studios Singapore,2024-09-14 14:40:00,32
Universal Studios Singapore,2024-09-14 14:45:00,32
Universal Studios Singapore,2024-09-14 14:55:00,31
Universal Studios Singapore,2024-09-14 15:00:00,31
Universal Studios Singapore,2024-09-14 15:05:00,32
Universal Studios Singapore,2024-09-14 15:10:00,34
Universal Studios Singapore,2024-09-14 15:15:00,34
Universal Studios Singapore,2024-09-14 15:20:00,34
Universal Studios Singapore,2024-09-14 15:25:00,34
Universal Studios Singapore,2024-09-14 15:30:00,35
Universal Studios Singapore,2024-09-14 15:35:00,35
Universal Studios Singapore,2024-09-14 15:40:00,35
Universal Studios Singapore,2024-09-14 15:45:00,35
Universal Studios Singapore,2024-09-14 15:50:00,33
Universal Studios Singapore,2024-09-14 15:55:00,30
Universal Studios Singapore,2024-09-14 16:00:00,30
Universal Studios Singapore,2024-09-14 16:10:00,30
Universal Studios Singapore,2024-09-14 16:15:00,29
Universal Studios Singapore,2024-09-14 16:20:00,28
Universal Studios Singapore,2024-09-14 16:25:00,25
Universal Studios Singapore,2024-09-14 16:30:00,25
Universal Studios Singapore,2024-09-14 16:35:00,24
Universal Studios Singapore,2024-09-14 16:40:00,27
Universal Studios Singapore,2024-09-14 16:45:00,27
Universal Studios Singapore,2024-09-14 16:50:00,28
Universal Studios Singapore,2024-09-14 16:55:00,25
Universal Studios Singapore,2024-09-14 17:00:00,24
Universal Studios Singapore,2024-09-14 17:05:00,25
Universal Studios Singapore,2024-09-14 17:10:00,25
Universal Studios Singapore,2024-09-14 17:20:00,26
Universal Studios Singapore,2024-09-14 17:25:00,25
Universal Studios Singapore,2024-09-14 17:30:00,25
Universal Studios Singapore,2024-09-14 17:35:00,25
Universal Studios Singapore,2024-09-14 17:40:00,24
Universal Studios Singapore,2024-09-14 17:45:00,23
Universal Studios Singapore,2024-09-14 17:50:00,21
Universal Studios Singapore,2024-09-14 17:55:00,21
Universal Studios Singapore,2024-09-15 10:00:00,7
Universal Studios Singapore,2024-09-15 10:05:00,7
Universal Studios Singapore,2024-09-15 10:10:00,7
Universal Studios Singapore,2024-09-15 10:15:00,9
Universal Studios Singapore,2024-09-15 10:20:00,10
Universal Studios Singapore,2024-09-15 10:25:00,12
Universal Studios Singapore,2024-09-15 10:30:00,12
Universal Studios Singapore,2024-09-15 10:35:00,15
Universal Studios Singapore,2024-09-15 10:45:00,16
Universal Studios Singapore,2024-09-15 10:50:00,17
Universal Studios Singapore,2024-09-15 10:55:00,17
Universal Studios Singapore,2024-09-15 11:00:00,17
Universal Studios Singapore,2024-09-15 11:05:00,19
Universal Studios Singapore,2024-09-15 11:10:00,23
Universal Studios Singapore,2024-09-15 11:15:00,23
Universal Studios Singapore,2024-09-15 11:20:00,25
Universal Studios Singapore,2024-09-15 11:25:00,26
Universal Studios Singapore,2024-09-15 11:30:00,26
Universal Studios Singapore,2024-09-15 11:35:00,30
Universal Studios Singapore,2024-09-15 11:40:00,30
Universal Studios Singapore,2024-09-15 11:45:00,29
Universal Studios Singapore,2024-09-15 11:50:00,31
Universal Studios Singapore,2024-09-15 12:00:00,31
Universal Studios Singapore,2024-09-15 12:05:00,31
Universal Studios Singapore,2024-09-15 12:10:00,27
Universal Studios Singapore,2024-09-15 12:15:00,24
Universal Studios Singapore,2024-09-15 12:20:00,23
Universal Studios Singapore,2024-09-15 12:25:00,23
Universal Studios Singapore,2024-09-15 12:30:00,30
Universal Studios Singapore,2024-09-15 12:35:00,30
Universal Studios Singapore,2024-09-15 12:40:00,30
Universal Studios Singapore,2024-09-15 12:45:00,31
Universal Studios Singapore,2024-09-15 12:50:00,32
Universal Studios Singapore,2024-09-15 12:55:00,32
Universal Studios Singapore,2024-09-15 13:00:00,34
Universal Studios Singapore,2024-09-15 13:05:00,37
Universal Studios Singapore,2024-09-15 13:10:00,37
Universal Studios Singapore,2024-09-15 13:15:00,37
Universal Studios Singapore,2024-09-15 13:20:00,41
Universal Studios Singapore,2024-09-15 13:25:00,42
Universal Studios Singapore,2024-09-15 13:30:00,43
Universal Studios Singapore,2024-09-15 13:35:00,43
Universal Studios Singapore,2024-09-15 13:40:00,42
Universal Studios Singapore,2024-09-15 13:55:00,36
Universal Studios Singapore,2024-09-15 14:00:00,36
Universal Studios Singapore,2024-09-15 14:05:00,36
Universal Studios Singapore,2024-09-15 14:10:00,35
Universal Studios Singapore,2024-09-15 14:15:00,35
Universal Studios Singapore,2024-09-15 14:20:00,34
Universal Studios Singapore,2024-09-15 14:25:00,35
Universal Studios Singapore,2024-09-15 14:30:00,35
Universal Studios Singapore,2024-09-15 14:35:00,34
Universal Studios Singapore,2024-09-15 14:40:00,35
Universal Studios Singapore,2024-09-15 14:45:00,32
Universal Studios Singapore,2024-09-15 14:50:00,32
Universal Studios Singapore,2024-09-15 14:55:00,29
Universal Studios Singapore,2024-09-15 15:00:00,29
Universal Studios Singapore,2024-09-15 15:05:00,28
Universal Studios Singapore,2024-09-15 15:10:00,30
Universal Studios Singapore,2024-09-15 15:15:00,32
Universal Studios Singapore,2024-09-15 15:20:00,33
Universal Studios Singapore,2024-09-15 15:25:00,34
Universal Studios Singapore,2024-09-15 15:30:00,34
Universal Studios Singapore,2024-09-15 15:35:00,36
Universal Studios Singapore,2024-09-15 15:40:00,36
Universal Studios Singapore,2024-09-15 15:45:00,35
Universal Studios Singapore,2024-09-15 15:50:00,32
Universal Studios Singapore,2024-09-15 15:55:00,32
Universal Studios Singapore,2024-09-15 16:00:00,36
Universal Studios Singapore,2024-09-15 16:05:00,34
Universal Studios Singapore,2024-09-15 16:10:00,31
Universal Studios Singapore,2024-09-15 16:15:00,32
Universal Studios Singapore,2024-09-15 16:20:00,30
Universal Studios Singapore,2024-09-15 16:25:00,30
Universal Studios Singapore,2024-09-15 16:30:00,30
Universal Studios Singapore,2024-09-15 16:35:00,32
Universal Studios Singapore,2024-09-15 16:40:00,32
Universal Studios Singapore,2024-09-15 16:45:00,29
Universal Studios Singapore,2024-09-15 16:50:00,27
Universal Studios Singapore,2024-09-15 17:00:00,27
Universal Studios Singapore,2024-09-15 17:10:00,24
Universal Studios Singapore,2024-09-15 17:15:00,24
Universal Studios Singapore,2024-09-15 17:20:00,23
Universal Studios Singapore,2024-09-15 17:25:00,23
Universal Studios Singapore,2024-09-15 17:30:00,23
Universal Studios Singapore,2024-09-15 17:35:00,23
Universal Studios Singapore,2024-09-15 17:40:00,20
Universal Studios Singapore,2024-09-15 17:45:00,18
Universal Studios Singapore,2024-09-15 17:50:00,18
Universal Studios Singapore,2024-09-15 17:55:00,18
Universal Studios Singapore,2024-09-16 10:00:00,7
Universal Studios Singapore,2024-09-16 10:05:00,7
Universal Studios Singapore,2024-09-16 10:10:00,7
Universal Studios Singapore,2024-09-16 10:15:00,10
Universal Studios Singapore,2024-09-16 10:20:00,10
Universal Studios Singapore,2024-09-16 10:25:00,11
Universal Studios Singapore,2024-09-16 10:30:00,12
Universal Studios Singapore,2024-09-16 10:35:00,15
Universal Studios Singapore,2024-09-16 10:40:00,18
Universal Studios Singapore,2024-09-16 10:45:00,25
Universal Studios Singapore,2024-09-16 10:50:00,23
Universal Studios Singapore,2024-09-16 10:55:00,20
Universal Studios Singapore,2024-09-16 11:00:00,26
Universal Studios Singapore,2024-09-16 11:05:00,30
Universal Studios Singapore,2024-09-16 11:10:00,31
Universal Studios Singapore,2024-09-16 11:15:00,32
Universal Studios Singapore,2024-09-16 11:20:00,36
Universal Studios Singapore,2024-09-16 11:25:00,38
Universal Studios Singapore,2024-09-16 11:30:00,44
Universal Studios Singapore,2024-09-16 11:35:00,45
Universal Studios Singapore,2024-09-16 11:40:00,45
Universal Studios Singapore,2024-09-16 11:45:00,46
Universal Studios Singapore,2024-09-16 11:50:00,37
Universal Studios Singapore,2024-09-16 11:55:00,38
Universal Studios Singapore,2024-09-16 12:00:00,40
Universal Studios Singapore,2024-09-16 12:05:00,45
Universal Studios Singapore,2024-09-16 12:10:00,46
Universal Studios Singapore,2024-09-16 12:15:00,43
Universal Studios Singapore,2024-09-16 12:20:00,45
Universal Studios Singapore,2024-09-16 12:25:00,47
Universal Studios Singapore,2024-09-16 12:35:00,49
Universal Studios Singapore,2024-09-16 12:40:00,48
Universal Studios Singapore,2024-09-16 12:45:00,48
Universal Studios Singapore,2024-09-16 12:50:00,49
Universal Studios Singapore,2024-09-16 12:55:00,49
Universal Studios Singapore,2024-09-16 13:00:00,53
Universal Studios Singapore,2024-09-16 13:05:00,53
Universal Studios Singapore,2024-09-16 13:10:00,55
Universal Studios Singapore,2024-09-16 13:15:00,58
Universal Studios Singapore,2024-09-16 13:20:00,59
Universal Studios Singapore,2024-09-16 13:25:00,60
Universal Studios Singapore,2024-09-16 13:35:00,61
Universal Studios Singapore,2024-09-16 13:40:00,61
Universal Studios Singapore,2024-09-16 13:45:00,60
Universal Studios Singapore,2024-09-16 13:50:00,59
Universal Studios Singapore,2024-09-16 13:55:00,60
Universal Studios Singapore,2024-09-16 14:00:00,61
Universal Studios Singapore,2024-09-16 14:05:00,58
Universal Studios Singapore,2024-09-16 14:10:00,58
Universal Studios Singapore,2024-09-16 14:15:00,57
Universal Studios Singapore,2024-09-16 14:20:00,54
Universal Studios Singapore,2024-09-16 14:25:00,51
Universal Studios Singapore,2024-09-16 14:30:00,51
Universal Studios Singapore,2024-09-16 14:35:00,50
Universal Studios Singapore,2024-09-16 14:40:00,50
Universal Studios Singapore,2024-09-16 14:45:00,50
Universal Studios Singapore,2024-09-16 14:50:00,49
Universal Studios Singapore,2024-09-16 14:55:00,51
Universal Studios Singapore,2024-09-16 15:00:00,50
Universal Studios Singapore,2024-09-16 15:05:00,45
Universal Studios Singapore,2024-09-16 15:10:00,49
Universal Studios Singapore,2024-09-16 15:15:00,49
Universal Studios Singapore,2024-09-16 15:20:00,49
Universal Studios Singapore,2024-09-16 15:25:00,49
Universal Studios Singapore,2024-09-16 15:30:00,48
Universal Studios Singapore,2024-09-16 15:35:00,48
Universal Studios Singapore,2024-09-16 15:40:00,49
Universal Studios Singapore,2024-09-16 15:45:00,55
Universal Studios Singapore,2024-09-16 15:50:00,54
Universal Studios Singapore,2024-09-16 15:55:00,54
Universal Studios Singapore,2024-09-16 16:00:00,52
Universal Studios Singapore,2024-09-16 16:05:00,52
Universal Studios Singapore,2024-09-16 16:10:00,51
Universal Studios Singapore,2024-09-16 16:15:00,51
Universal Studios Singapore,2024-09-16 16:20:00,52
Universal Studios Singapore,2024-09-16 16:25:00,46
Universal Studios Singapore,2024-09-16 16:30:00,46
Universal Studios Singapore,2024-09-16 16:35:00,46
Universal Studios Singapore,2024-09-16 16:40:00,41
Universal Studios Singapore,2024-09-16 16:45:00,41
Universal Studios Singapore,2024-09-16 16:50:00,41
Universal Studios Singapore,2024-09-16 16:55:00,41
Universal Studios Singapore,2024-09-16 17:00:00,37
Universal Studios Singapore,2024-09-16 17:05:00,35
Universal Studios Singapore,2024-09-16 17:10:00,35
Universal Studios Singapore,2024-09-16 17:15:00,35
Universal Studios Singapore,2024-09-16 17:20:00,32
Universal Studios Singapore,2024-09-16 17:25:00,34
Universal Studios Singapore,2024-09-16 17:30:00,34
Universal Studios Singapore,2024-09-16 17:35:00,34
Universal Studios Singapore,2024-09-16 17:40:00,34
Universal Studios Singapore,2024-09-16 17:50:00,23
Universal Studios Singapore,2024-09-16 17:55:00,24
Universal Studios Singapore,2024-09-17 10:00:00,7
Universal Studios Singapore,2024-09-17 10:05:00,7
Universal Studios Singapore,2024-09-17 10:10:00,9
Universal Studios Singapore,2024-09-17 10:15:00,9
Universal Studios Singapore,2024-09-17 10:20:00,9
Universal Studios Singapore,2024-09-17 10:25:00,9
Universal Studios Singapore,2024-09-17 10:30:00,11
Universal Studios Singapore,2024-09-17 10:35:00,12
Universal Studios Singapore,2024-09-17 10:40:00,12
Universal Studios Singapore,2024-09-17 10:45:00,12
Universal Studios Singapore,2024-09-17 10:50:00,14
Universal Studios Singapore,2024-09-17 10:55:00,15
Universal Studios Singapore,2024-09-17 11:00:00,16
Universal Studios Singapore,2024-09-17 11:05:00,19
Universal Studios Singapore,2024-09-17 11:10:00,23
Universal Studios Singapore,2024-09-17 11:15:00,23
Universal Studios Singapore,2024-09-17 11:20:00,24
Universal Studios Singapore,2024-09-17 11:25:00,25
Universal Studios Singapore,2024-09-17 11:30:00,30
Universal Studios Singapore,2024-09-17 11:35:00,30
Universal Studios Singapore,2024-09-17 11:40:00,31
Universal Studios Singapore,2024-09-17 11:45:00,30
Universal Studios Singapore,2024-09-17 11:50:00,31
Universal Studios Singapore,2024-09-17 11:55:00,31
Universal Studios Singapore,2024-09-17 12:00:00,31
Universal Studios Singapore,2024-09-17 12:05:00,32
Universal Studios Singapore,2024-09-17 12:10:00,33
Universal Studios Singapore,2024-09-17 12:15:00,29
Universal Studios Singapore,2024-09-17 12:20:00,29
Universal Studios Singapore,2024-09-17 12:25:00,30
Universal Studios Singapore,2024-09-17 12:30:00,31
Universal Studios Singapore,2024-09-17 12:35:00,31
Universal Studios Singapore,2024-09-17 12:40:00,31
Universal Studios Singapore,2024-09-17 12:45:00,30
Universal Studios Singapore,2024-09-17 12:50:00,31
Universal Studios Singapore,2024-09-17 12:55:00,32
Universal Studios Singapore,2024-09-17 13:05:00,33
Universal Studios Singapore,2024-09-17 13:10:00,33
Universal Studios Singapore,2024-09-17 13:15:00,34
Universal Studios Singapore,2024-09-17 13:20:00,32
Universal Studios Singapore,2024-09-17 13:25:00,32
Universal Studios Singapore,2024-09-17 13:30:00,32
Universal Studios Singapore,2024-09-17 13:35:00,33
Universal Studios Singapore,2024-09-17 13:45:00,35
Universal Studios Singapore,2024-09-17 13:50:00,36
Universal Studios Singapore,2024-09-17 13:55:00,37
Universal Studios Singapore,2024-09-17 14:00:00,33
Universal Studios Singapore,2024-09-17 14:05:00,34
Universal Studios Singapore,2024-09-17 14:10:00,34
Universal Studios Singapore,2024-09-17 14:15:00,31
Universal Studios Singapore,2024-09-17 14:20:00,27
Universal Studios Singapore,2024-09-17 14:25:00,22
Universal Studios Singapore,2024-09-17 14:30:00,22
Universal Studios Singapore,2024-09-17 14:35:00,20
Universal Studios Singapore,2024-09-17 14:50:00,20
Universal Studios Singapore,2024-09-17 14:55:00,20
Universal Studios Singapore,2024-09-17 15:00:00,22
Universal Studios Singapore,2024-09-17 15:05:00,26
Universal Studios Singapore,2024-09-17 15:10:00,27
Universal Studios Singapore,2024-09-17 15:15:00,26
Universal Studios Singapore,2024-09-17 15:20:00,26
